@relation HAR

@attribute accX__fft1 numeric
@attribute accX__fft2 numeric
@attribute accX__fft3 numeric
@attribute accX__fft4 numeric
@attribute accX__fft5 numeric
@attribute accY__fft1 numeric
@attribute accY__fft2 numeric
@attribute accY__fft3 numeric
@attribute accY__fft4 numeric
@attribute accY__fft5 numeric
@attribute accZ__fft1 numeric
@attribute accZ__fft2 numeric
@attribute accZ__fft3 numeric
@attribute accZ__fft4 numeric
@attribute accZ__fft5 numeric
@attribute accM__fft1 numeric
@attribute accM__fft2 numeric
@attribute accM__fft3 numeric
@attribute accM__fft4 numeric
@attribute accM__fft5 numeric
@attribute class {walking,running,static,cycling}

@data
0.28,0.4,0.68,-0.52,1.07,0.11,-2.53,6.27,-2.69,4.31,0.13,2.16,-2.87,1.02,-0.16,0.05,-0.67,1.02,-0.41,-0.29,static
-0.12,1.93,16.78,3.59,-4.65,-0.04,4.73,7.12,-2.97,0.84,0.36,0.66,10.88,3.82,-2.69,-0.37,-1.08,-0.06,0.13,-0.33,static
0,-0.7,-0.46,0.57,-0.49,0.2,1.01,0.66,0.92,0.46,-0.24,-0.22,1.76,-0.77,2.67,0.12,-0.53,-1.75,0.7,-2.38,static
0.03,-2.63,0.38,-1.06,1.84,-0.21,-1.88,1.08,-0.84,-1.66,0.35,-1.17,-0.89,0.8,2.68,-0.18,-0.35,0.63,-1.05,-0.39,static
0.05,3.29,0.88,1.65,-1.01,0.03,-0.6,0.13,-0.27,-1.8,-0.55,3.31,1.41,-0.41,0.33,0.43,-0.19,-0.52,1.42,-0.46,static
-0.18,-1.13,0.58,0.19,0.42,-0.04,-0.14,-0.23,0.54,-0.64,0.11,-0.56,-0.37,-0.33,1.35,-0.18,-0.28,0.7,0.23,-0.57,static
0.19,-0.3,-1.2,-1.07,-1.01,-0.85,0.04,0.47,-1.78,1.12,-0.25,-2.51,-0.53,-1.82,-1.59,0.51,1.66,-0.45,1.09,0.27,static
0.06,0.64,-38.58,-7.9,-0.68,0.27,14.68,-29.51,-4.05,-11.73,0.24,-2.41,-22.11,-6.15,1.65,-0.21,-1.56,0.11,0.49,1.45,static
-0.08,0.46,0.12,1.58,-1.44,-0.15,0.48,2.62,0.89,0.39,-0.1,-0.52,-1.96,-0.08,-0.53,0.07,0.54,0.83,0.75,-0.56,static
0.25,0.6,-0.57,-0.49,-0.65,0.09,-2.97,-0.36,-1.29,0.82,0.44,-1.42,-2.85,0.3,-0.63,-0.21,2.27,1.93,-0.16,-0.13,static
0.69,21.64,-4.78,-9.67,-26.1,0.85,14.51,16.69,-7.15,-12.68,-0.14,7.91,-12.46,2.97,-17.99,0.25,-0.32,2.89,-3.9,3.78,static
0.31,-0.14,-1.25,1.02,-1.41,0.33,1.91,-1.12,-0.32,-0.86,-0.2,-1.17,-0.28,-0.25,0.19,0.25,0.39,-0.15,0.83,-0.68,static
0.06,-6.44,48.16,-8.2,0.03,-0.11,-6.75,-21.29,2.78,5.13,-0.05,-1.86,42.79,-6.23,0.45,0.09,-0.18,-1.52,-0.81,-1.68,static
-0.32,8.1,-4.08,3.9,-4.6,0.12,6.26,-4.97,2.36,-3.54,-0.02,2.54,-2.21,2.23,-1.99,-0.19,0.28,1.19,-0.43,0.26,static
-0.02,1.89,2.14,1.06,2.07,-0.01,-0.71,-2.25,1.21,0.42,-0.14,-0.58,2.87,-1.53,1.67,0.1,1.66,-0.46,1.38,-0.39,static
0.25,-1.57,0.33,-1.58,0.82,-0.19,-0.37,-0.24,0.96,-0.7,-0.09,-2.25,0.29,-2.75,-0.42,0.26,1.1,0,1.05,1,static
0.03,1.29,0.98,2.95,0.96,0.17,-0.63,-1.1,0.11,-0.32,-0.14,-0.54,2.11,1.01,-0.62,0.07,1.31,-0.8,0.7,1.08,static
0.31,-1.45,-2.4,-1.68,0.33,0.12,0.06,-0.1,-1.01,0.52,0.16,-0.78,-0.61,0.6,0.84,0,-0.12,-0.78,-1.03,-0.71,static
0.38,-4.53,2.12,-1.21,5.97,-0.17,-2.74,6,0.25,1.39,-0.25,0.81,-1.64,-1.38,3.68,0.45,-2.29,0.56,0.34,-0.17,static
0.58,-1.28,-3.4,1.15,-2.94,-0.17,-4.17,-0.84,-2.63,-3.9,0.13,0.25,-2.03,1.58,-1.29,0.27,0.44,0,0.16,0.78,static
0.03,1.39,0.38,-0.74,-0.33,0.08,-1.62,0.48,-1.9,-0.24,0.42,0.39,-0.65,0.8,0.35,-0.35,0.95,0.57,-0.42,-0.37,static
-0.28,0.99,3.21,1.3,0.63,0,-0.85,-0.99,-0.6,-0.84,0.11,-0.6,3.12,-0.78,2.03,-0.23,1.28,-0.49,1.49,-1.02,static
-0.41,0.4,-0.81,0.02,-0.02,0.17,0.04,-0.9,0.35,0.37,0.03,0.39,0.86,-0.84,-0.11,-0.29,-0.12,-0.82,0.57,-0.05,static
-0.31,-6.23,14.48,2.21,7.53,-0.2,-7.33,14.7,-2.18,-5.14,-0.14,-1.28,4.82,3.12,4.03,0,0.05,-0.31,-0.59,2.55,static
0.17,3.46,-1.03,3.33,-1.84,0.08,3.28,-0.03,2.54,-0.43,-0.35,0.85,-0.3,-0.49,-0.4,0.34,0.12,-0.31,1.33,-0.53,static
-0.64,0.11,2.36,0.46,-0.16,0.13,-1.21,-0.1,1.9,0.08,-0.05,-0.8,1.87,-0.19,0.24,-0.34,1.08,-0.21,-0.23,-0.3,static
-0.03,-0.26,-0.56,0.59,-0.87,0.13,-0.1,0.52,0.2,0,-0.09,0.45,0.67,-0.1,1.97,0.01,-0.45,-0.99,0.32,-2.01,static
0.12,0.74,-0.29,1.22,0.18,0.19,-1.53,-0.13,-0.53,-0.22,-0.07,1.54,0.24,-0.23,0.07,0.05,-0.32,-0.3,0.99,0.11,static
0.11,0.53,-0.81,-0.79,1.69,-0.08,-1.3,-1.97,0.72,-0.38,-0.05,1.19,1.98,-0.18,1.07,0.12,-0.23,-1.33,-0.51,0.16,static
0.09,-0.66,-0.06,-0.51,-0.69,-0.1,-0.81,0.65,0.06,-0.02,-0.09,1.14,-1.15,1.36,-1.27,0.16,-0.97,0.65,-1.35,0.64,static
0.06,-1.79,-0.79,-0.39,-0.96,0.13,-0.61,1.43,-1.73,0.33,-0.55,0.51,-0.25,0.17,1.78,0.42,-1.13,-0.68,0.23,-2.01,static
0.24,-0.99,-1.01,-1.02,0.06,-0.21,0.74,-0.1,-0.37,-0.77,0.16,-0.61,0.64,-1.02,2.66,0.07,-0.29,-1,0.4,-1.8,static
-0.13,1.1,0.25,0.22,-1.36,0.38,0.87,1.17,-0.97,1.62,-0.04,-0.76,-0.78,2.17,-0.2,-0.16,0.89,0.36,-1.27,-1.09,static
0.25,0.74,-0.93,0.83,-0.51,0.31,-1.25,0.48,0.25,-0.03,0.3,0.74,-0.35,0.67,0.12,-0.21,0.22,-0.38,-0.18,-0.36,static
0.02,0.71,-0.36,-0.57,0.95,0.17,-0.2,0.88,0.35,-0.51,0.14,2.08,-0.22,0.33,-0.43,-0.16,-1.2,-0.31,-0.67,1.01,static
-0.27,0.92,0.34,1.46,1.12,0.13,0.03,-0.15,-0.68,-0.3,-0.59,1.32,-0.99,1.58,-0.86,0.28,-0.56,1,-0.24,1.37,static
0.33,0.24,-0.79,0.35,-0.93,0.09,0.6,0.78,0.2,0.29,0.22,0.08,0.24,0.21,-0.35,-0.03,-0.14,-0.86,-0.05,-0.3,static
-0.33,0.18,2.41,-0.87,2.11,0.26,-3.98,-0.31,0.7,-2.4,0.06,0.99,1.64,1.07,2.87,-0.31,0.65,0.13,-1.51,-0.33,static
0.38,0.18,-0.44,0.11,-1.94,0.19,0.04,-0.51,0.26,-0.05,-0.05,0.17,0.09,-1.07,-1.88,0.17,-0.05,-0.15,0.81,0.47,static
0.42,-1.31,-5.45,-1.33,0.01,-0.33,-1.56,1.62,0.8,0.92,-0.56,-0.08,-4.97,-1.8,-0.23,0.78,-0.11,0.51,0.43,-0.12,static
-0.05,0.33,-1.01,0.05,-0.16,-0.21,-0.03,-0.63,-0.34,0.13,0.54,1.39,-0.9,-1.36,0.69,-0.39,-0.92,0.39,1.21,-0.67,static
-0.33,-0.02,0.85,-0.06,1.22,0.08,-0.74,1.62,0.02,0.28,-0.39,0.94,-0.07,0.39,0.58,0.11,-0.51,-0.03,-0.36,0.09,static
0.16,2.18,1.84,2.48,1.19,0.06,-3.62,0.01,-0.35,1.96,-0.13,1.93,0.58,0.58,0.82,0.17,0.82,0.5,0.99,-0.65,static
0.55,9.67,8.23,18.36,-10.77,0.06,22.49,-4.98,-11.51,-10.39,0.56,0.56,10.83,17.85,-6.17,-0.19,-3.03,-3.24,-0.84,2.82,static
0.39,-3.56,-11.07,-13.26,0.89,-0.24,-20.16,30.62,-7.71,20.02,-0.03,2.71,-18.72,-7.9,-5.45,0.29,2.2,-0.2,1.45,-1.31,static
-0.1,-0.11,-1.76,1.25,-0.8,0.37,2.64,-2.36,-0.76,0.39,0.21,-0.92,1.78,-0.35,0.39,-0.33,-0.05,-1.72,1.13,-0.84,static
-0.27,0.78,-0.19,-0.03,0.71,0.04,-0.02,0.15,-0.55,-0.01,0.1,0.11,0.85,-1.64,1.6,-0.23,0.32,-0.83,1.46,-0.91,static
-0.31,-0.44,0.43,-1.01,-1.37,0.44,-0.17,0.34,-0.46,0.06,-0.35,-0.8,-1.37,-0.04,-0.86,-0.01,0.47,1.21,-0.37,-0.06,static
-0.02,-0.03,0.79,-0.19,0.65,-0.28,0.28,-0.01,-0.21,-0.54,0.16,-1.27,0.03,1.24,0.2,-0.06,0.93,0.39,-1.04,0.33,static
0.27,-0.21,-1.11,-1.01,-0.73,-0.06,0.73,1.93,-0.28,1.52,-0.13,-0.55,0.43,-0.52,0.52,0.26,0.13,-1.47,-0.03,-1.22,static
0.38,0.45,0.69,1.99,2.98,0.19,0.46,-0.5,-0.25,-0.7,0.28,-0.33,-0.44,1.66,1.28,-0.08,0.38,0.91,-0.26,0.74,static
0.13,-14.26,-11.45,2.65,26.12,-0.58,-11.9,23.71,1.57,24.64,0.47,-5.55,-17.97,0.11,11.06,-0.18,-0.47,2.27,1.02,-1.07,static
0.3,0.89,1.97,0.21,0.17,0.24,0.79,-1.08,0.15,0.48,0,-1.37,0.62,1.25,-0.07,0.11,1.4,0.8,-0.93,0.04,static
0.28,0.22,-0.37,-0.09,-0.46,0,0.78,1.21,0.12,0.14,-0.13,0.01,-1.78,-0.19,-0.1,0.26,-0.07,0.96,0.08,-0.2,static
0.22,-2.11,0.83,0.61,0.66,-0.08,1.85,0.79,-0.01,1.42,0.25,-1.19,-0.69,0.16,1.84,-0.06,-0.6,0.84,0.21,-1.44,static
0.16,-2.83,1.38,0.66,0.68,-0.3,1.4,0.98,1.31,-2.17,-0.28,-2.88,0.14,-0.56,-0.31,0.38,0.49,0.4,0.51,1.09,static
-0.02,-0.58,-1.22,-1.31,-0.54,0.19,0.29,2.02,-0.38,1.2,-0.29,0.62,-0.94,-0.46,0.37,0.18,-0.88,-0.35,-0.26,-0.85,static
-0.01,-0.5,0.61,0.42,0.61,-0.03,0.3,-0.5,-0.03,-0.46,-0.06,-0.29,-0.74,0.92,-1.22,0.05,-0.1,1.04,-0.51,1.43,static
0.11,0.5,-0.63,0.56,-0.68,0.03,1.39,0.56,0.21,1.07,-0.42,0.45,1.05,1.98,-1.25,0.39,-0.4,-1.32,-1.35,0.4,static
-0.05,0.31,0.36,0.31,1.77,-0.02,0.02,1.07,0.78,0.32,-0.27,1.85,-0.72,1.54,1.32,0.19,-1.33,0.54,-1.25,-0.17,static
-0.28,1.17,-1.19,-0.46,-1.2,-0.2,0.18,-1.39,-0.7,-0.13,-0.22,0.03,0.51,1.05,-1.16,0.07,0.58,-0.75,-0.95,0.31,static
-0.25,-0.28,0.51,-0.38,0.51,-0.28,-1.1,-1.36,-1.22,-0.07,-0.16,-2.35,0.07,1.01,-0.11,0.05,2,0.52,-0.76,0.38,static
-0.03,0.46,-0.46,2,1.51,-0.09,1.05,0.68,0.46,0.72,-0.49,-0.78,1.12,-1.13,0.73,0.4,0.64,-1.3,1.9,0.07,static
0.28,-0.96,-0.66,1.58,-0.88,-0.09,0.93,1.48,2.49,0.79,-0.04,-1.38,0.83,-0.61,-0.08,0.2,0.4,-1.36,0.8,-0.58,static
-0.25,1.43,2.02,-0.86,1.18,0.28,0.25,0.02,1.29,-1.09,-0.25,0.73,0.53,-0.96,0.53,0,0.13,0.67,0.01,0.46,static
-0.46,0.13,-0.57,0.3,0.36,0.44,0.61,1.16,0.89,-0.97,-0.24,-0.37,-1.78,0.17,0.23,-0.16,0.22,0.86,-0.17,0.23,static
0.22,-1.51,-0.19,-0.93,-1.75,-0.08,-0.13,0.07,-0.06,-0.76,0.32,-0.62,0.54,0.18,-0.25,-0.12,-0.28,-0.53,-0.63,-0.56,static
-0.12,2.02,0.5,-0.7,1.32,0.22,-3.02,0.24,0.58,-2.12,-0.13,1.47,1.08,0.89,0.21,-0.01,0.59,-0.67,-1.22,1.02,static
-0.33,-1.15,0.81,0.33,-0.99,-0.16,0.42,1.12,0.27,0.92,0.17,-0.68,1.96,0.53,-0.98,-0.28,-0.18,-1.39,-0.3,0.04,static
0.06,1.68,-0.33,-0.11,0.13,-0.14,-0.89,-0.55,-1.04,0.52,-0.22,0.35,0.37,1.33,1.44,0.24,0.83,-0.35,-0.91,-1.21,static
-0.02,0.38,0.29,-0.29,0.54,0.13,1.45,0.09,0.57,-0.36,0.2,1.31,-0.92,2.16,0.18,-0.2,-1.17,0.88,-2.03,0.22,static
0.31,0.88,0.82,1.46,0.41,-0.16,2.85,0.17,4.47,0.72,-0.21,-0.79,0.4,0.87,-0.51,0.38,0.52,0.1,-0.87,0.49,static
0.09,-6.08,-6.99,-0.9,-6.59,-0.63,-25.1,15.36,-14.43,23.18,-0.03,2.74,-11.74,0.37,-9.04,0.16,-1.21,3.28,1.87,0.25,static
-0.1,-0.64,-0.52,-0.29,2.32,0.13,1.03,2.43,-0.97,-0.11,0.05,0.05,-0.32,-0.2,1.62,-0.11,-0.4,-0.41,0.19,-0.11,static
0.49,-0.63,0.56,0.34,-0.22,-0.44,1.66,-0.68,0.58,0.25,-0.27,-0.06,-0.46,0.06,-0.19,0.55,-0.52,0.77,0.07,0.01,static
-0.14,2.77,3.06,3,-0.6,-0.13,-0.7,-1.17,-0.88,-0.67,-0.11,2.08,2.2,1.38,-0.37,0.03,0.05,0.15,0.71,0.13,static
0.36,4.94,-7.7,-0.39,-0.56,0.08,0.06,5.02,1.01,-2.14,0.09,2.58,-6.5,-1.58,2.82,0.12,0.62,0.26,0.87,-2.36,static
-0.02,0.67,-2.47,0.38,-1.34,0.3,-1.09,1.28,0.45,0.74,0.08,-0.24,0.4,0.53,-1.11,-0.11,0.71,-1.87,-0.28,0.06,static
0.19,-0.01,0.52,-0.53,0.44,0.14,-0.49,1.91,0.27,0.32,-0.34,0.91,1.57,1.26,1.82,0.37,-0.69,-1.23,-1.36,-1.28,static
-0.22,-0.21,0.12,-0.66,-0.81,0.13,-1.16,0.4,0.79,0.35,0.53,0.24,-0.49,0.79,0.6,-0.58,-0.17,0.43,-1.12,-0.99,static
-0.02,-0.88,-0.19,-1.16,-0.1,0.09,1.45,1.4,0.08,0.29,0.24,0.79,-1.08,0.92,1.26,-0.21,-1.32,0.6,-1.41,-1.12,static
-0.3,-0.93,0.04,0.59,-0.74,-0.08,0.25,0.49,0.67,0.34,-0.18,0.26,-0.76,0.05,1.46,-0.01,-0.76,0.58,0.21,-1.65,static
-0.25,0.68,-0.1,0.54,-0.75,0.24,-0.3,0.61,-0.42,1.18,0.35,0.54,0.52,-1.7,-1.14,-0.45,-0.03,-0.55,1.75,0.36,static
0.06,1.39,0.67,0.76,0.06,0.01,-0.01,-0.19,-0.55,1.23,-0.03,-1.52,-0.81,1.59,0.04,0.06,2.03,1.06,-0.8,-0.15,static
-0.05,0.67,-0.21,0.8,-0.61,-0.15,0.55,-0.39,0.39,-0.03,0.18,0.3,1.74,0.1,0.41,-0.16,0.06,-1.5,0.32,-0.67,static
0.22,-0.85,-1.84,0.52,-0.93,0,1.46,-0.65,1.31,0.97,0.71,-1.3,-0.6,-0.68,-0.99,-0.45,0.41,-0.48,0.68,0.16,static
0.06,-0.51,0.1,-0.23,0.17,-0.22,1.5,1.06,-0.84,0.43,-0.83,-0.58,0.66,0.67,-0.53,0.74,0,-0.62,-0.57,0.48,static
-0.16,0.26,-0.1,0.78,-1.11,-0.05,0.11,-0.85,0.08,-0.34,-0.32,-0.64,1.31,0.37,0,0.18,0.65,-1.03,0.12,-0.59,static
-0.04,0.77,1.31,0.99,0.75,-0.14,-0.24,-0.76,1.03,-1.3,-0.11,1.02,0.25,-0.16,0.64,0.09,-0.37,0.63,0.56,0.06,static
0.39,-1.72,-9.01,1.68,5.21,-0.3,0.28,19.98,-7.51,1.08,1.41,0.86,-8.91,1.21,-0.99,-0.79,-1.65,-0.16,0.68,3.38,static
0.09,1.27,0.2,0.7,0.16,-0.18,-0.52,1.02,-0.46,-2.03,0.28,-0.87,1.04,2.03,1.06,-0.15,1.49,-0.86,-1.22,-0.55,static
0.2,-0.39,0.48,-0.54,-0.82,0.02,0.39,0.9,-0.49,0.32,-0.28,-0.39,-0.21,-0.88,0.85,0.34,0.07,0.35,0.47,-1.19,static
0.17,0.41,0.1,0.08,-0.33,0.22,1.07,0.76,-0.18,-1.1,-0.11,-1.28,-2.21,2.54,0.4,0.16,1.16,1.77,-2.03,-0.4,static
0.16,-0.19,-1.97,1.09,-0.77,0.57,-0.35,1.14,0.96,-0.58,0.1,-1.17,-2.81,-0.37,-0.26,-0.05,0.89,1.05,0.79,-0.15,static
0.41,-1.25,1.06,-1.32,0.49,-0.09,1.31,-0.16,-0.29,-1.08,-0.02,0.96,1.84,-0.84,0.31,0.26,-1.63,-0.9,-0.02,0.14,static
-0.08,0.99,2.78,-1.12,-0.16,-0.24,-0.57,-1.28,0.22,-1.39,-0.42,0.68,1.12,-1.3,-1.69,0.33,0.08,0.81,0.43,1.47,static
0.16,4.18,-0.23,0.8,0.35,-0.16,-0.1,1.86,0.91,-0.33,-0.38,1.98,-1.36,-0.79,0.11,0.41,0.74,0.76,1,0.14,static
-0.02,0.05,0,0.79,1.63,0.25,-0.99,1.16,1.22,0.35,-0.41,-0.01,1.18,-1.13,-1.28,0.3,0.15,-1.1,1.23,1.92,static
0.11,-2.7,-3.26,-0.72,-1.97,-0.07,-1.02,1.57,-0.17,0.69,0.32,-2.6,-0.66,2.05,-1.71,-0.19,0.73,-1.48,-2.06,0.21,static
-0.11,-1.38,2.63,-1.03,1.53,-0.04,0.59,0.45,2.22,0.37,-0.15,-4.14,1.5,0.97,0.38,0.06,2.51,0.22,-1.62,0.49,static
0.06,-0.96,0.55,0.86,0.79,0.14,-0.18,-0.07,-0.45,-0.7,-0.22,-1.12,-0.71,0.54,-1.48,0.2,0.39,0.89,0.09,1.74,static
0.18,0.87,3.42,-0.82,1.91,-0.14,0.01,-0.77,-0.38,-1.17,0.44,3.06,4,0.12,4.56,-0.24,-1.97,-1.2,-0.5,-2.47,static
0.16,-1.42,0.96,-2.71,1.38,-0.03,-1,0.39,-0.15,0.7,0.06,0.91,2.44,-2.3,2.78,0.04,-1.43,-1.47,0.34,-1.56,static
0.15,2.95,-4.52,0.5,-4.69,0.27,-2.12,1.8,0.15,0.54,-0.4,3.63,-3.58,-0.16,-2.64,0.38,-1.05,0.11,0.42,-0.58,static
-0.09,-0.15,-0.45,0.15,-0.88,-0.05,-1.55,-1.76,-0.38,-0.8,0.3,1.4,0.54,-1.35,0.38,-0.29,-1.05,-0.49,1.23,-0.72,static
-0.28,-0.99,-0.78,1.14,-0.86,0.33,0.87,1.55,-0.12,0.54,-0.08,-1.62,0.07,0.39,-0.34,-0.13,0.66,-0.68,0.34,-0.28,static
-0.56,-0.04,-0.05,-0.32,0.99,0.44,-0.09,0.47,-0.32,0.52,0.46,-1.87,0.2,1.76,-1.17,-0.74,1.51,-0.24,-1.58,1.45,static
0.28,-0.55,0.46,0.23,0.95,0.15,0.79,-0.22,-1.02,0.32,-0.3,-0.88,-0.06,-0.96,2.43,0.38,0.31,0.34,1.03,-1.49,static
-0.17,-1.36,0.35,-0.64,-0.37,0.11,0.58,-0.69,1.21,0.02,0.16,-1.28,0.71,-1.37,0.37,-0.24,0.17,-0.27,0.63,-0.52,static
-0.16,1.94,-0.7,-0.52,0.35,0.21,-1.3,0.82,0.28,0.11,-0.02,1.58,-1.76,-0.25,0.61,-0.1,-0.04,0.94,-0.12,-0.31,static
0.31,-0.54,-0.55,0.02,0.03,-0.17,0.69,-0.65,0.5,-0.78,-0.19,-0.48,0.35,0.64,0.42,0.35,0.01,-0.52,-0.57,-0.23,static
0.22,0.54,-0.05,-0.19,-0.23,-0.15,-0.9,-0.73,-0.21,-0.45,-0.23,0.2,-1.57,-0.25,0.2,0.33,0.24,1.34,0.12,-0.23,static
0.16,-0.27,1.21,0.6,0.59,0.03,-0.46,-0.24,-0.36,-1.23,0.03,-0.52,-0.29,-0.19,-1.07,0.06,0.33,0.95,0.54,1.35,static
0.3,-2.08,-1.58,-1.24,-0.86,-0.13,-0.4,-1.06,0.5,0.1,-0.17,-1.48,-1.05,0.06,0.49,0.33,0.07,0.09,-0.81,-0.9,static
0.08,0.76,-0.35,0.31,0.04,-0.06,-1.15,-0.35,-0.51,-0.76,0.05,0.64,-0.37,-0.46,1.27,0.02,0.05,0.14,0.61,-0.93,static
-0.01,-0.48,-0.19,0.84,-0.76,-0.05,1.28,-1.36,0.37,0.24,0.23,1.01,-0.12,-0.14,1.66,-0.19,-1.25,0.14,0.54,-1.79,static
-0.25,0.36,-1.55,-0.39,-0.73,-0.01,-0.08,-0.07,-0.46,0.5,-0.28,-0.64,-0.02,1.43,-0.99,0.09,0.73,-0.85,-1.34,0.33,static
-0.64,-0.48,0.97,0.57,0.6,-0.13,0.66,-0.42,0.34,0.96,-0.11,-0.16,-0.68,0.69,0.71,-0.26,-0.22,1.15,-0.28,-0.35,static
0.82,5.91,2.38,4.3,6.23,-1.04,6.01,3.47,4.73,3.33,-1.08,0.02,-0.41,0.35,-1.59,1.52,3.47,1.56,2.22,4.87,static
-0.08,3.05,-1.86,1.73,-2.86,-0.28,-12.76,10.48,-6.72,16.24,-0.06,9.74,-4.17,5.51,-7.53,0.04,-3.95,0.57,-2.45,2.05,static
0.19,-0.39,-2.56,0.65,-1.5,0.03,0.34,1.2,0.54,-1.09,0.67,-1.1,-3.86,-0.66,-0.46,-0.46,0.65,1.75,0.88,-0.35,static
0.11,2.29,-3.19,-2.21,-0.13,0.44,0.41,0,0.34,2.75,0.08,0.62,-2.43,-0.65,0.06,-0.04,0.65,0.18,-0.72,-0.26,static
0.15,0.52,-0.53,0.1,1.3,0,-0.32,1.42,-0.36,0.06,0.09,-0.13,1.13,0.49,-1.21,0.01,0.42,-1.33,-0.34,1.71,static
0.18,-0.01,0.14,-0.16,-0.03,0.17,-0.06,-0.56,0.21,-0.75,-0.08,0.77,0.52,0.3,-0.68,0.15,-0.65,-0.32,-0.36,0.61,static
0.08,-1.75,0.15,-0.65,-0.56,-0.11,0.43,-1.08,-1.8,2.26,-0.22,0.41,-0.65,0.25,-0.62,0.23,-1.31,0.7,-0.43,0.05,static
-0.02,-0.33,-1.02,0.51,-0.51,0.55,0.12,0.2,-1.18,-0.46,0.14,1.63,-0.7,-0.97,0.26,-0.17,-1.56,0.02,1.18,-0.46,static
-0.19,-1.19,-0.06,1.22,-1,0.49,-0.84,-1.26,-0.6,-0.5,0.19,0.98,-0.34,-0.01,-0.57,-0.29,-1.4,0.34,0.72,-0.02,static
-0.24,-0.99,-0.67,-0.55,-0.01,0.31,-1.09,-0.37,-1.85,0.33,0.21,-0.56,-0.05,0.75,-0.15,-0.33,0.02,-0.3,-0.79,0.1,static
-0.25,0.54,-1.96,-0.3,-1.22,0.06,1.72,0.67,-1.4,-1.09,0.11,1.73,-1.58,-0.3,-0.64,-0.23,-1.31,0.22,0.19,-0.05,static
-0.2,0.33,0.47,-0.48,-0.46,0.24,0.08,0.43,-0.58,0.61,-0.02,0.75,2.31,-0.7,0.43,-0.12,-0.46,-1.72,0.37,-0.65,static
-0.39,-0.94,0.75,0.73,-0.14,-0.2,1.39,-0.15,-0.58,0.13,0.44,-2.41,0.4,0.42,-0.62,-0.56,1.41,0.08,0.08,0.43,static
0.38,2.47,0.07,1.16,2.32,0.11,1.36,-0.84,-0.33,0.21,-0.45,0.47,0.91,1.17,0.87,0.58,0.85,-0.63,-0.35,0.53,static
0.25,-0.74,-1.15,-1.12,-0.12,0.14,0.65,0.65,1.07,-0.59,0.47,-1.4,0.88,-0.99,-0.69,-0.26,0.7,-1.41,0.13,0.56,static
-0.42,1.65,-2.66,1.24,-3.54,0.3,-0.21,-0.01,-0.09,1.47,-0.09,1.37,-1.65,1.28,-1.12,-0.17,-0.22,-0.07,-0.39,-1.07,static
-0.25,0.4,1.5,0.4,1.18,0.2,-0.73,0.68,0.99,-0.68,0,0.43,-1.52,0.86,-0.47,-0.15,-0.09,2.03,-0.58,1.07,static
-0.18,-0.91,2.45,-1.69,1.01,-0.04,-3.53,-3.65,0.69,-3.19,-0.15,-0.72,-1.15,-2.16,-0.58,0.02,0.4,2.62,0.84,1.29,static
-0.03,0.02,-0.01,-1.78,-0.28,-0.24,-0.77,1.32,0.17,0.23,-0.24,0.24,-0.38,0.53,1.32,0.2,-0.11,0.19,-1.42,-1.28,static
0.04,0.51,0.57,0.48,0.28,-0.36,0.8,-0.12,-0.09,-0.18,0.27,0.28,0.38,0.48,0.07,-0.18,-0.02,0,-0.13,0.1,static
0.03,1.94,-1.1,-0.1,-0.71,-0.49,-0.57,0.52,-0.9,0.86,-0.2,0.3,-0.18,1.66,0.24,0.22,0.83,-0.48,-1.39,-0.65,static
0.38,-0.91,-0.29,-0.2,0.18,0.11,0.09,2.75,0.44,-0.24,0.72,0.86,-0.86,-1.16,0.29,-0.41,-1.23,0.36,0.84,-0.13,static
0.18,0.15,0.35,-0.6,-1.31,-0.04,1.07,0.27,-0.26,-0.42,0.01,-0.48,0.53,-0.14,0.3,0.09,0.41,-0.27,-0.18,-0.93,static
0.13,-0.36,3.21,0.62,0.83,0.26,-2.09,4.2,0.12,-0.37,0.21,-1.43,1.45,0.7,0.51,-0.12,1.18,0.18,-0.28,0.02,static
-0.07,-0.36,-0.53,-0.3,0.99,-0.15,0.68,-0.56,0.89,-0.13,0.19,0.25,-0.3,-0.39,-0.78,-0.19,-0.46,0,0.1,1.2,static
0,0.67,-0.06,0.36,-0.06,0.16,0.6,0.13,-0.25,-0.36,-0.24,0.32,0.19,-0.28,0.06,0.19,0.06,-0.19,0.45,-0.06,static
0.14,-0.09,-0.57,-0.14,-0.67,0.17,2.62,-0.34,-1.62,0.39,-0.23,0.97,0.33,0.91,0.9,0.25,-1.06,-0.56,-0.73,-1.15,static
0.22,0.61,1.14,0.71,1.55,-0.31,0.92,0.77,-0.6,-1.12,-0.06,1.74,-1.36,0.91,1.08,0.19,-1.2,1.69,-0.34,0,static
-0.55,-0.9,-6.8,-3.72,2.46,-0.02,3.26,-7.23,-0.58,-3.14,0.05,-0.86,-5.08,-7.64,-0.66,-0.35,0.01,0.88,4.22,2.07,static
-0.16,-0.33,0.12,-0.08,-0.6,0.08,-0.57,-0.68,-0.78,-0.46,-0.38,-0.89,-0.02,-0.06,-0.81,0.23,0.61,0.13,0.07,0.39,static
-0.03,-0.57,0.8,0.66,0.03,-0.02,-0.75,-0.6,-0.42,0.11,-0.12,-0.55,0.58,0.82,0.74,0.08,0.22,-0.01,-0.3,-0.61,static
